,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Longitude,Latitude
0,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,0.0,90.0
1,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,3.75,90.0
2,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,7.5,90.0
3,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,11.25,90.0
4,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,15.0,90.0
5,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,18.75,90.0
6,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,22.5,90.0
7,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,26.25,90.0
8,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,30.0,90.0
9,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,33.75,90.0
10,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,37.5,90.0
11,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,41.25,90.0
12,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,45.0,90.0
13,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,48.75,90.0
14,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,52.5,90.0
15,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,56.25,90.0
16,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,60.0,90.0
17,2.78,2.49,1.76,1.72,1.42,-0.05,-0.07,0.12,5.56,5.9,5.2,4.35,63.75,90.0
